"Subject","ID","Description","Status","Location","Start Date","End Date","Duration Hours","Duration Minutes","Reminder Time","Meeting Type","External App ID","Meeting Password","Start/Join Meeting","Host URL","Display URL","Meeting Creator","Parent Type","Parent ID","Outlook ID","Assigned to","assigned_user_id","Date Created","Date Modified","Created by","Modified by","Deleted","Email Reminder Time","Email reminder sent","Meeting update sequence","Repeat Type","Repeat Interval","Repeat Dow","Repeat Until","Repeat Count","Repeat Parent ID","Recurring Source","Google Event ID","Last Google Sync Timestamp","Longitude","Address","Geocode Status","Latitude"
"Meeting","45b3f1f2-7d31-2f07-1ad2-69034743c7ef","John är ny ansvarig för Norden på Bitmovin","Held","","01/12/2022 00:00","01/12/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","45d352c1-1615-f3df-07ca-690347dceec0","","Held","","10/06/2020 00:00","10/06/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","811362bf-1f55-00f9-574d-68f1ff434508","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","460041d7-56e8-02ec-2f5b-6903475cb477","Intressant möte med Scott på Nexstar. Han blev väldigt intresserad av utbildning, båda OTT i allmänhet men främst Ad Tech och CSAI/SSAI och spelar arkitektur runt detta. Men om det blir lyckat blev han lika intresserad av vendor selection då de tittade på att ev. byta OTT platta framöver.","Held","","02/04/2022 00:00","02/04/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c7736d94-65e7-8ad9-ac02-68f1ffbbbc2c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","464f4397-ef79-4872-9ee3-690348d0d0db","","Held","","11/09/2022 00:00","11/09/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4764826a-555d-ec49-4675-68f1fe40c112","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Möte","465e03c2-3c15-13c4-3a60-6904b1e7a3f9","Möte där Scalstrm berättade om hur de ligger till med DAI (SSAI) och just in time transcoding. Vi kom överens om att jag sätter upp ett kvartalsmöte med dem.","Held","","06/26/2025 00:00","06/26/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","511492ed-a0fb-3776-d667-68f1ffb1f288","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4663d8b4-e00a-9601-f6b0-690348a359e1","","Held","","07/18/2025 00:00","07/18/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c9fd4899-0462-d65e-081f-68f1ffe0574a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4672df1b-3a1d-05d0-9ba7-690348ea57ed","Northern Waves, Oslo, 2024","Held","","10/24/2024 00:00","10/24/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","511492ed-a0fb-3776-d667-68f1ffb1f288","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","46c05529-5e7d-b831-b267-68fb78705669","NCP Meeting","Held","","10/23/2023 00:00","10/23/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","b8274559-cbc1-aef7-afc0-68f1ff9e4dbf","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","46c8efcf-6ee3-aec0-66e7-68fb7850f997","Frukost. Bra relations-snack. Supernöjd med Boris och Björn. Troligen ingen förlängning för Björn eftersom de rekryterat ersättare. ","Held","","05/06/2022 00:00","05/06/2022 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","b8274559-cbc1-aef7-afc0-68f1ff9e4dbf","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","470e6dc6-74e9-77f0-a429-690348bf0418","IMAX demo","Held","","06/04/2024 00:00","06/04/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","18051363-bb27-d029-d719-68f1ffb7c5f9","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","471f20ef-be33-1734-0390-690348bd58e9","","Held","","10/15/2024 00:00","10/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","46c380f0-b0f3-17f1-1973-68f1ffefe526","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","47210109-0972-7422-0ea5-690347d069cc","","Held","","02/04/2021 00:00","02/04/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","76a9f6f8-f012-0fca-aefc-68f1ffd0640f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4734425c-98a4-f545-ca9b-690348728f3c","SportsPro New York","Held","","03/18/2024 00:00","03/18/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3b08b68c-9260-718b-b5b0-68f1ff628a5e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4735bd3b-da4d-e6e8-995a-690348647960","","Held","","09/16/2023 00:00","09/16/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","474afe5e-562c-9a73-7210-690348c96560","Möte ang. ett uppdrag att ta fram en media workflow architecture och sedan implementera den. Nästa steg offer.","Held","","07/13/2022 00:00","07/13/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","981e38b2-7949-b8fb-e98d-68f1ff220af2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4764e3cb-1e42-7986-0640-690348239c00","Northern Waves","Held","","10/19/2023 00:00","10/19/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0c6f950-8f3a-7c15-56f8-68f1ff8d6a75","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4766f6a7-d95b-8817-8e3f-690348e3a617","Middag innan IBC","Held","","09/10/2025 00:00","09/10/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4c2c0763-d9c9-65c0-c6cc-68f1ff96055e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","47727227-d65a-2567-4dcb-6903480d1d79","Möte på NAB
<div><br /></div>
<div><p>Ev. Behov av utvecklingskapacitet för deras AWS baserade workflow</p></div>","Held","","04/17/2023 00:00","04/17/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","54941854-269d-10ca-40f2-68f1ff43e22f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4778e0bb-462f-81da-322a-6903484f15fd","","Held","","05/03/2023 00:00","05/03/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","981ce446-52b6-14f8-65c9-68f1ff812ff8","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting at NEM","47d20ee0-2ce7-49d5-23b6-6904b1124a27","","Held","","06/10/2025 00:00","06/10/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8d80db85-6423-2189-9fd2-68f1ff9ae801","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","47d99be5-8ff7-bfd8-9ad1-69034870a3d5","","Held","","11/29/2023 00:00","11/29/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","60ef1061-77e0-6ff4-fc0e-68f1ff0473aa","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Möte med June","47e22a46-ba94-1904-0940-6904b1a4eb18","Möte med teamet för att prata om ett behov hos June. De vill lägga till extra säkerhet i sin streaming till de fåtal kunder de har kring förvisningar. Vi pratade om olika lösningar för detta istället för att köra en hel DRM-lösning, tex tokens, https, och ev. Clearkey. 
<div>Väg framåt är att titta på vilka komponenter de har idag samt planera in bäst tid att hjälpa dem med tanke på att de snart går EOL med sin Azure-lösning. Mer info nästa vecka då Johan är tillbaka på kontoret.</div>","Held","","03/13/2024 00:00","03/13/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4898f35a-367f-246d-3c58-68f1ff43a481","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","47e45333-a7e4-f2e6-68b9-68fb78995359","Lunch. De försöker klara sig utan Martin. De måste spara och vi har ändå ingen perfekt kandidat. Hålla kontakten kring expert-support, video dev team, kommande resursbehov och open-source.","Held","","03/14/2023 00:00","03/14/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Opportunities","1929ed9c-564d-61a1-e66d-68f201949f43","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 12:12","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","47ff7ba9-1d24-bfc4-018a-690348ad5ef7","","Held","","07/08/2024 00:00","07/08/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","48030e6c-dc72-f426-6c4a-690348fafdd5","","Held","","06/18/2025 00:00","06/18/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","87a71275-ba4c-810a-a4d3-68f1fe8e48ef","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","483d43ac-925e-f4b5-67d0-6903480b55a4","","Held","","04/15/2024 00:00","04/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","45f0f2ad-0b6f-b3f4-0b63-68f1ffd0eeba","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"SR Intercom-jobb","4843ee0d-f949-1a5e-ca27-69440b245274","Pratade igenom jobbet och de fick svar på sina frågor. Nytt möte den 23 januari. De ska kolla vilka alternativ de har men tänker sig att ett eventuellt jobb kan påbörjas i februari.","Held","","12/17/2025 14:15","12/17/2025 15:15","1","0","'-1","SuiteCRM","","","","","","","Accounts","d7b59f18-fbea-1991-e2ed-68f1ffd8a01e","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","12/18/2025 14:12","12/18/2025 14:12","ebbf2708-f9cb-bff7-195e-68ff579f1d95","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4889d415-d65f-f01d-5611-690348df708e","SportsPro New York","Held","","03/18/2024 00:00","03/18/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a00d0f5d-55f3-c4ee-f1a8-68f1ffdf6083","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","488b03f0-f2d8-c4e4-c3f4-69034869b195","","Held","","11/22/2022 00:00","11/22/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4c8605f2-65fb-7f2e-cae3-68f1ffa4ddec","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","48a36a57-7686-892c-a03e-690347d58b0e","","Held","","04/08/2021 00:00","04/08/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0c6f950-8f3a-7c15-56f8-68f1ff8d6a75","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","49164594-7bfd-f0b8-14f6-69034874ef76","","Held","","05/28/2024 00:00","05/28/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f33869f8-c02c-2fdc-bccc-68f1ff349c61","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Ronnie Sportlib","4919ca41-61ee-8829-1b20-6903474b2a7f","","Held","","04/02/2020 00:00","04/02/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","1f2944c7-1672-588a-f154-68f1ff66760e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4936692a-f380-d918-bc60-690348358bc1","","Held","","10/10/2024 00:00","10/10/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f267284b-c1bb-661b-cfa1-68f1ff3d25b0","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","49573b21-852c-01d1-89ef-690348b9bd23","Synkmöte","Held","","09/26/2022 00:00","09/26/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","70c40147-812e-5e7a-587d-68f1ff4609e6","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4964a934-1452-723d-6a45-690347e87a53","
<div>
<div>
<div><p>StockholmStream update:</p><ul><li><p><span>Growing in USA<br /></span><span>o </span>Mainly adding more receivers for the same ingest</p></li><li><p>New customer segment is studios that deliver to distributors</p></li><li><p>See a need for a video player to distribute preview</p><p><span>o </span><span>Studiosshowroom </span><span>o </span>Promotion</p></li></ul></div></div></div>","Held","","04/12/2022 00:00","04/12/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3f15bfba-692a-69e4-afe1-68f1ff69ffd1","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4964f66d-bcc8-0184-0d1d-69034899cc71","","Held","","05/02/2025 00:00","05/02/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5d7fc2f6-33c9-84c2-5137-68f1ff737f5d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","49685854-0a83-50c6-a005-6903484afac2","NAB 2024","Held","","04/16/2024 00:00","04/16/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e874855f-bdb7-0198-989e-68f1fe6c1f97","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","497936f6-a7f7-ac8a-651a-690348289941","","Held","","08/25/2022 00:00","08/25/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0c6f950-8f3a-7c15-56f8-68f1ff8d6a75","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","497f2727-e0b5-e1e4-d8f4-690348649de5","","Held","","06/25/2025 00:00","06/25/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","18ec3239-e5a3-8922-34a7-68f1ff4d1360","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kund-AW","4982aa88-85c5-33b8-3851-690e0fc20365","","Planned","","11/05/2025 17:00","11/05/2025 17:15","0","15","'-1","SuiteCRM","","","","","","","Accounts","6b3f0872-022f-3193-f6f6-68f1ffeeb22a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/07/2025 15:23","11/07/2025 15:23","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","49a05068-be5b-c426-8f15-6903476ca5c2","<p style=""margin:0cm;"">TVN update:</p><p>o<span>   </span>Technical status more or less the same as last meeting</p><p>§<span>  </span>Investigation of encoding profile</p><p>§<span>  </span>News channel TVN 24 go will be closed and migrated to Player.pl</p><p>o<span>   </span>Move towards AVOD model with login</p><p>o<span>   </span>Partnership with Canal+ (TVN part of bundle)</p>","Held","","05/16/2022 00:00","05/16/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cb05c0da-5f20-8efb-a9f4-68f1ff5d2486","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","49aa1747-523d-9938-6602-690348004d4f","Möte under CES","Held","","01/07/2023 00:00","01/07/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","46c380f0-b0f3-17f1-1973-68f1ffefe526","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","49f35609-42e9-5e60-e60b-690348311e66","","Held","","06/03/2024 00:00","06/03/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8be68601-0456-396c-a4f7-68f1fffd1f45","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"TV Dagen","4a03f5c8-0652-3393-8974-6904b168cafe","Träffade Marcus Helzén och Ida Lagerwall","Held","","08/29/2025 00:00","08/29/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4a056446-b991-f4e0-875f-690348f62b7b","Möte på IBC","Held","","09/11/2022 00:00","09/11/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","721ff507-d145-3aea-b001-68f1ffbd9a19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4a162d79-0794-c659-8939-6903486b73ab","","Held","","04/22/2025 00:00","04/22/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0146b38-8726-4c5b-f541-68f1ffe92879","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4a64d4b6-a105-c300-9f12-69034769f53d","Träffades på Appear event i Oslo","Held","","03/09/2022 00:00","03/09/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9eac1b40-65ab-7d22-b821-68f1fe0bde40","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4a96a284-65df-efd9-0dfc-69034868dd44","","Held","","02/24/2025 00:00","02/24/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ba0a3285-0f79-3dd9-ac20-68f1ff54eb04","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4abd236e-2fe3-0d5c-475b-6903480ae3ae","","Held","","12/05/2023 00:00","12/05/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d825cf19-62e4-ced2-57ca-68f1ffc1a194","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4ad106b7-6234-6a75-5728-690348018c41","","Held","","05/20/2024 00:00","05/20/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","398046b5-5c2c-035b-0806-68f1ffc45c23","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ad85dfa-9377-ee36-ece9-690347bb0ba2","","Held","","11/30/2020 00:00","11/30/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","7e1921f8-6b1e-9590-9160-68f1ffa2844c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting at NEM","4af35c39-f918-c5f0-1dc6-6904b1f26bf2","Met with the content sales who was very interested in connecting me with the technical people. To be acted on after NEM","Held","","06/09/2025 00:00","06/09/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","160335f4-0d07-7987-8749-68f1ffad1165","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4b0d5fec-cc30-028c-5acf-69034721ceb1","
<div><ol><li><p>RiksTV update:</p><ul><li><p>100% owned by TV2 since the summer (earlier NRK and TV2)</p></li><li><p>App hoping, deep-linking and common content discovery</p></li><li><p>Lock-in features (watch-parties), games, ...</p><p>Reduce churn</p><p>Content rights in the market in general</p><p>Get progress data from content providers and content discovery</p></li></ul></li></ol></div>","Held","","09/01/2021 00:00","09/01/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ad55f6ae-a8b9-b044-c3d0-68f1ff1af339","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4b2670fd-20f0-7d5a-6130-690347135e6c","","Held","","04/08/2020 00:00","04/08/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","905b9b76-077a-4181-6485-68f1ff3bcfde","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4b387bfc-c59a-c3a0-2d73-6903481c7c35","","Held","","09/03/2024 00:00","09/03/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4b3c4ed1-2da7-b239-6841-690348e38676","","Held","","10/13/2022 00:00","10/13/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","34361dcb-9a1a-152e-25a9-68f1ffa73bb2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4bd2a83e-be4f-18a1-2127-69034870c1f1","","Held","","09/18/2024 00:00","09/18/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4cabc782-6abb-8a7b-9663-68f1ffdd9f0f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Teracom CDN Pilot","4c03dc07-c1c7-204e-65f0-69440b882270","teracom kommer att skicka oss en arbetsbeskrivning på nästa steg. Efter det skickas offerten.","Held","","12/18/2025 14:15","12/18/2025 15:15","1","0","'-1","SuiteCRM","","","","","","","Accounts","6b3f0872-022f-3193-f6f6-68f1ffeeb22a","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","12/18/2025 14:10","12/18/2025 14:10","ebbf2708-f9cb-bff7-195e-68ff579f1d95","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
